101;bunker;2113.00;15.40;2021.00;5.26;0
276;industrial_complex;1576.00;10.70;1660.00;3.41;0
276;bunker;1567.00;10.63;1663.00;5.04;0
276;bunker;1568.00;10.35;1659.00;0.82;0
276;nuclear_reactor;1574.00;10.73;1662.00;0.45;0
279;arms_factory;1700.00;11.75;361.00;3.41;0
279;naval_base;1696.00;9.50;334.00;-0.71;0
279;naval_base;1695.00;9.50;373.00;-1.48;0
279;naval_base;1692.00;9.50;317.00;-1.37;2508
279;bunker;1698.00;10.10;343.00;4.00;0
279;coastal_bunker;1692.00;9.50;368.00;-1.48;0
279;coastal_bunker;1695.00;9.50;331.00;-0.71;0
279;dockyard;1694.00;9.50;335.00;-0.71;0
302;industrial_complex;1757.00;11.40;612.00;2.17;0
331;industrial_complex;1912.00;9.70;1748.00;0.82;0
331;coastal_bunker;1923.00;9.53;1768.00;-3.98;0
332;arms_factory;1822.00;10.80;1894.00;3.93;0
332;arms_factory;1851.00;9.70;1864.00;0.31;0
332;industrial_complex;1829.00;10.63;1851.00;0.82;0
332;industrial_complex;1902.00;10.40;1836.00;3.49;0
332;naval_base;1871.00;9.50;1851.00;-4.38;5928
332;bunker;1826.00;9.70;1835.00;0.38;0
332;coastal_bunker;1875.00;9.50;1848.00;-4.38;0
332;coastal_bunker;1844.00;9.50;1877.00;1.57;0
332;dockyard;1843.00;9.50;1904.00;1.57;0
332;anti_air_building;1837.00;9.88;1896.00;0.89;0
332;anti_air_building;1850.00;9.70;1866.00;2.10;0
332;anti_air_building;1869.00;10.25;1849.00;5.11;0
332;nuclear_reactor;1826.00;9.80;1923.00;2.00;0
357;industrial_complex;1707.00;11.28;1634.00;3.19;0
357;bunker;1691.00;10.82;1636.00;1.87;0
357;bunker;1667.00;10.65;1630.00;5.05;0
358;industrial_complex;1658.00;10.75;1630.00;5.86;0
358;bunker;1648.00;10.88;1633.00;1.80;0
358;bunker;1658.00;10.50;1633.00;4.44;0
358;anti_air_building;1648.00;10.80;1636.00;0.82;0
365;anti_air_building;1491.00;11.50;1447.00;2.98;0
366;naval_base;1543.00;9.60;1344.00;-4.57;6805
367;bunker;1446.00;10.60;1438.00;2.38;0
370;industrial_complex;1415.00;10.55;1446.00;0.75;0
370;air_base;1425.00;9.90;1449.00;0.76;0
373;industrial_complex;1344.00;11.23;1544.00;2.82;0
373;industrial_complex;1358.00;10.90;1549.00;1.87;0
373;bunker;1349.00;11.48;1546.00;0.31;0
373;bunker;1363.00;10.78;1550.00;3.50;0
375;industrial_complex;1318.00;10.40;1426.00;3.93;0
375;bunker;1317.00;10.40;1427.00;2.61;0
375;bunker;1230.00;12.28;1475.00;4.59;0
376;industrial_complex;1114.00;14.70;1470.00;3.93;0
376;bunker;1119.00;15.20;1475.00;3.49;0
376;bunker;1120.00;16.77;1456.00;5.05;0
376;bunker;1137.00;16.35;1470.00;2.54;0
377;arms_factory;1072.00;15.60;1459.00;5.99;0
377;industrial_complex;1034.00;14.88;1472.00;2.38;0
377;air_base;1095.00;15.13;1476.00;2.98;0
