1;2760.00;10.43;1563.00;small
1;2791.00;10.10;1571.00;small
2;2763.00;11.38;1612.00;small
2;2734.00;11.30;1576.00;small
3;2720.00;13.20;1692.00;small
3;2735.00;11.82;1657.00;small
4;2663.00;10.05;1586.00;small
4;2684.00;9.98;1614.00;small
5;2882.00;9.73;1537.00;small
5;2900.00;9.60;1570.00;small
6;2967.00;9.70;1632.00;small
6;2945.00;9.70;1573.00;small
7;2975.00;11.25;1493.00;big
7;2929.00;10.90;1520.00;big
8;3070.00;10.15;1538.00;big
8;3002.00;9.80;1563.00;small
8;3043.00;9.70;1588.00;small
9;3137.00;9.50;1742.00;small
9;3099.00;9.98;1685.00;small
10;3047.00;10.10;1714.00;small
10;3026.00;10.38;1661.00;small
11;2971.00;12.70;1794.00;big
11;2932.00;14.12;1735.00;big
12;3330.00;11.05;1927.00;small
12;3228.00;10.70;1924.00;small
13;3184.00;9.50;1779.00;big
13;3259.00;9.73;1794.00;big
14;3775.00;10.50;1657.00;big
14;3921.00;9.80;1669.00;big
14;3832.00;10.30;1761.00;big
16;2800.00;9.50;1783.00;big
16;2821.00;9.50;1650.00;big
17;3378.00;14.75;796.00;big
18;2836.00;9.50;1555.00;small
18;2754.00;9.50;1518.00;small
19;2850.00;9.80;1496.00;big
19;2896.00;10.43;1482.00;big
20;2826.00;10.00;1407.00;big
20;2887.00;9.73;1414.00;big
21;2945.00;11.60;1440.00;big
21;3023.00;14.18;1465.00;big
22;3030.00;10.93;1521.00;small
22;3080.00;10.43;1501.00;small
22;3127.00;11.82;1498.00;small
23;2991.00;11.10;1388.00;small
23;3045.00;9.88;1329.00;small
24;3127.00;11.38;1375.00;small
24;3067.00;10.93;1417.00;small
25;3152.00;10.45;1312.00;small
25;3226.00;9.75;1348.00;small
26;3224.00;9.65;1403.00;small
26;3232.00;9.85;1461.00;small
26;3187.00;13.43;1379.00;small
27;3096.00;9.80;1457.00;small
27;3170.00;15.30;1452.00;small
28;3477.00;12.28;1233.00;small
28;3413.00;10.55;1229.00;small
28;3520.00;9.70;1169.00;small
29;3121.00;9.50;1237.00;big
29;3029.00;9.50;1248.00;big
30;3359.00;9.50;1389.00;big
30;3260.00;9.50;1382.00;big
31;3995.00;11.73;950.00;big
31;3992.00;11.10;879.00;big
32;1155.00;9.50;410.00;big
32;1245.00;9.50;119.00;big
33;633.00;9.50;1954.00;small
33;376.00;9.95;1930.00;small
34;1458.00;9.50;1066.00;big
34;1544.00;9.70;1006.00;big
35;1775.00;10.65;283.00;big
35;1750.00;10.57;150.00;big
35;1824.00;10.05;434.00;big
35;1926.00;9.82;334.00;big
36;2138.00;14.23;1954.00;big
36;2024.00;11.30;1989.00;big
37;3171.00;10.40;1644.00;big
37;3214.00;10.30;1689.00;big
38;3129.00;10.23;1593.00;big
38;3083.00;9.80;1572.00;big
38;3123.00;10.82;1529.00;big
39;3172.00;9.90;1574.00;big
39;3190.00;10.60;1521.00;big
39;3220.00;10.40;1596.00;big
40;3647.00;10.20;1722.00;big
40;3653.00;10.38;1639.00;big
40;3543.00;9.80;1702.00;big
40;3570.00;9.80;1617.00;big
41;2784.00;14.55;1328.00;big
41;2818.00;11.28;1359.00;big
41;2767.00;12.93;1366.00;big
42;2702.00;9.50;1413.00;small
42;2735.00;9.50;1437.00;small
43;2643.00;9.50;1526.00;big
43;2610.00;9.50;1665.00;big
44;2414.00;9.50;1852.00;big
44;2294.00;9.50;1931.00;big
45;2877.00;9.50;1939.00;big
45;2650.00;9.50;1933.00;big
46;3186.00;9.50;2023.00;big
46;3464.00;9.50;1939.00;big
47;2588.00;9.50;1347.00;big
47;2532.00;9.50;1241.00;big
48;2616.00;9.50;1172.00;big
48;2527.00;9.50;1047.00;big
49;2307.00;9.50;1671.00;big
49;2431.00;9.50;1506.00;big
50;1867.00;9.50;1978.00;big
50;2078.00;9.50;1765.00;big
51;2191.00;9.50;1473.00;big
51;2321.00;9.50;1332.00;big
52;1351.00;9.50;1255.00;big
53;1848.00;9.50;1095.00;big
53;1606.00;9.50;1175.00;big
54;1778.00;9.50;1570.00;big
54;1701.00;9.50;1492.00;big
55;1868.00;9.50;1583.00;big
55;1875.00;9.50;1693.00;big
56;2089.00;9.50;1303.00;big
56;2034.00;9.50;1461.00;big
57;1863.00;9.50;1433.00;big
57;1804.00;9.50;1309.00;big
58;2265.00;9.50;1153.00;big
58;2355.00;9.50;1038.00;big
59;2044.00;9.50;1126.00;big
59;1985.00;9.50;960.00;big
60;3854.00;9.50;724.00;big
60;3782.00;9.50;509.00;big
61;2491.00;9.50;826.00;big
61;2296.00;9.50;872.00;big
62;2696.00;9.50;581.00;big
62;2874.00;9.50;404.00;big
63;1844.00;9.50;81.00;big
63;1619.00;9.50;96.00;big
64;2025.00;9.50;104.00;big
64;2338.00;9.50;117.00;big
65;3028.00;9.50;119.00;big
65;3300.00;9.50;58.00;big
66;2210.00;9.50;377.00;big
66;2433.00;9.50;538.00;big
67;2649.00;9.50;149.00;big
67;2853.00;9.50;100.00;big
68;2874.00;9.50;1316.00;big
68;2795.00;9.50;1263.00;big
69;3228.00;9.50;1207.00;big
69;3318.00;11.05;1229.00;big
70;3599.00;9.50;1431.00;small
70;3618.00;9.50;1344.00;small
71;4072.00;9.50;529.00;big
71;4264.00;9.50;570.00;big
72;4348.00;9.50;738.00;big
72;4474.00;9.50;653.00;big
73;4412.00;9.50;798.00;big
73;4410.00;9.50;754.00;big
74;4184.00;9.50;93.00;big
74;4117.00;9.50;288.00;big
75;4634.00;9.50;919.00;big
75;4532.00;9.50;768.00;big
76;4690.00;13.30;1041.00;big
76;4818.00;9.50;1117.00;big
77;4712.00;9.50;1191.00;small
77;4725.00;9.50;1289.00;small
78;4879.00;9.50;937.00;big
78;4871.00;9.50;789.00;big
79;4908.00;9.50;1320.00;big
79;5006.00;9.50;1471.00;big
80;4689.00;9.50;798.00;big
80;4703.00;9.50;711.00;big
81;5236.00;9.50;355.00;big
81;5096.00;9.50;419.00;big
82;4959.00;9.50;401.00;small
82;4995.00;9.50;482.00;small
83;5280.00;9.50;520.00;big
83;5421.00;9.50;360.00;big
84;5203.00;9.57;738.00;big
84;5043.00;9.50;764.00;big
84;5145.00;9.50;582.00;big
84;4909.00;9.50;637.00;big
85;3617.00;9.50;169.00;big
85;3870.00;9.50;200.00;big
86;5251.00;9.50;123.00;big
86;5519.00;9.50;154.00;big
87;5062.00;9.50;1523.00;big
87;5213.00;9.50;1677.00;big
88;116.00;9.50;1877.00;big
88;5500.00;9.50;1730.00;big
89;829.00;9.50;1528.00;small
89;901.00;9.50;1366.00;small
90;5058.00;9.50;1292.00;big
90;4942.00;9.50;1182.00;big
91;4824.00;9.50;499.00;big
91;4883.00;9.50;543.00;big
92;4734.00;9.50;449.00;big
92;4634.00;9.50;393.00;big
93;4773.00;9.50;618.00;big
93;4677.00;14.18;606.00;big
94;5024.00;10.50;1059.00;big
94;5127.00;9.50;921.00;big
95;5475.00;9.50;1177.00;big
95;48.00;9.50;1185.00;big
96;5448.00;9.50;1500.00;big
96;11.00;9.50;1526.00;big
97;78.00;9.50;670.00;big
97;5452.00;10.38;746.00;big
98;4945.00;9.50;79.00;big
98;4744.00;9.50;68.00;big
99;4461.00;9.50;416.00;big
99;4485.00;9.50;132.00;big
100;3392.00;9.50;1014.00;small
100;3576.00;9.50;856.00;small
101;4253.00;9.50;852.00;big
101;4106.00;9.50;810.00;big
102;3499.00;9.50;516.00;big
102;3599.00;9.50;696.00;big
103;3457.00;9.50;353.00;small
103;3381.00;9.50;244.00;small
104;3735.00;9.50;882.00;big
104;3849.00;9.50;963.00;big
105;272.00;9.50;1162.00;big
105;432.00;9.50;1007.00;big
106;1284.00;9.50;1091.00;big
106;1054.00;9.50;1241.00;big
107;1515.00;9.50;919.00;small
107;1439.00;9.50;995.00;small
108;1564.00;9.50;261.00;big
108;1610.00;9.50;494.00;big
109;1450.00;9.50;782.00;big
109;1507.00;9.50;643.00;big
110;1173.00;9.50;690.00;big
110;1198.00;9.50;914.00;big
111;688.00;9.50;1135.00;big
111;892.00;9.50;1047.00;big
112;268.00;9.50;147.00;big
112;672.00;9.50;120.00;big
113;824.00;9.50;457.00;big
113;665.00;9.50;333.00;big
114;642.00;9.50;1686.00;big
114;342.00;9.50;1730.00;big
115;748.00;9.50;1471.00;big
115;578.00;9.50;1448.00;big
116;3723.00;10.95;1179.00;big
116;3589.00;15.62;1215.00;big
116;3726.00;12.45;1096.00;big
116;3652.00;16.27;1185.00;big
117;1560.00;10.60;1465.00;small
117;1599.00;12.00;1543.00;small
118;907.00;13.28;1658.00;big
119;1272.00;10.50;1400.00;big
120;1283.00;10.90;1645.00;big
120;1326.00;10.30;1547.00;big
121;1686.00;11.12;1663.00;big
121;1569.00;10.70;1626.00;big
122;714.00;12.50;2028.00;big
123;1249.00;12.95;1244.00;small
123;1238.00;13.70;1184.00;small
124;1729.00;9.70;989.00;big
124;1603.00;17.00;887.00;big
125;2187.00;10.38;761.00;big
125;2119.00;11.60;587.00;big
125;2026.00;10.70;504.00;big
126;2880.00;12.62;1242.00;small
126;2954.00;10.90;1231.00;small
126;2815.00;14.18;1229.00;small
127;2820.00;10.60;1148.00;small
127;3203.00;9.73;1135.00;small
127;2671.00;10.50;998.00;small
127;3040.00;10.70;1098.00;small
127;3157.00;10.80;1018.00;small
127;2972.00;10.48;877.00;small
129;3292.00;13.00;1301.00;big
129;3418.00;14.43;1310.00;big
130;3328.00;9.70;1459.00;big
130;3269.00;10.10;1505.00;big
130;3405.00;10.15;1509.00;big
130;3318.00;9.80;1531.00;small
131;3318.00;9.98;1600.00;big
131;3261.00;9.88;1592.00;big
132;3276.00;9.70;1691.00;big
132;3353.00;9.90;1688.00;big
133;3476.00;9.80;1653.00;big
133;3475.00;9.95;1580.00;big
133;3392.00;10.10;1600.00;big
134;3532.00;11.25;1336.00;small
134;3474.00;12.90;1371.00;small
135;3515.00;10.20;1435.00;big
135;3439.00;9.73;1437.00;big
136;3912.00;10.40;1494.00;big
136;3822.00;10.00;1574.00;big
136;4056.00;10.20;1511.00;big
137;3615.00;9.70;1545.00;big
137;3606.00;9.60;1475.00;big
137;3466.00;10.12;1502.00;big
137;3528.00;11.57;1531.00;big
138;3731.00;10.62;1578.00;small
138;3721.00;12.43;1664.00;small
139;3142.00;12.40;155.00;big
139;3249.00;14.55;198.00;big
140;2938.00;10.73;790.00;big
140;2818.00;10.50;810.00;big
140;2708.00;10.82;858.00;big
141;4167.00;10.30;1045.00;big
141;4239.00;10.38;1057.00;big
142;4435.00;12.10;973.00;big
142;4470.00;11.62;905.00;big
143;4607.00;9.98;1283.00;big
143;4654.00;11.95;1257.00;big
144;4417.00;13.18;1297.00;big
144;4322.00;13.62;1331.00;big
145;4026.00;12.85;1293.00;big
145;4202.00;18.48;1304.00;big
146;4103.00;22.58;1201.00;big
146;4148.00;22.43;1120.00;big
146;4264.00;21.62;1168.00;big
147;4399.00;10.50;1901.00;big
147;4166.00;9.70;1941.00;big
148;4945.00;13.48;1471.00;big
148;4894.00;12.48;1405.00;big
149;4513.00;10.40;1749.00;big
149;4403.00;10.80;1634.00;big
150;3418.00;10.40;1697.00;big
150;3394.00;10.32;1782.00;big
150;3480.00;10.48;1729.00;big
151;3994.00;10.15;1745.00;big
151;4128.00;9.80;1680.00;big
151;4039.00;9.85;1638.00;big
152;4341.00;14.18;1438.00;big
152;4576.00;12.30;1468.00;big
152;4463.00;15.68;1436.00;big
153;4027.00;14.98;1146.00;big
153;4078.00;10.00;1076.00;big
154;4988.00;11.65;1280.00;big
154;4883.00;11.18;1209.00;big
155;4655.00;11.50;1341.00;big
155;4728.00;9.70;1351.00;big
155;4699.00;10.00;1403.00;big
156;4684.00;10.40;192.00;small
156;4945.00;9.82;170.00;small
157;5475.00;12.55;62.00;big
157;5566.00;11.55;162.00;big
158;4698.00;10.38;511.00;small
158;4525.00;12.10;534.00;small
159;4628.00;10.23;710.00;big
159;4561.00;10.45;641.00;big
160;4748.00;10.78;777.00;big
160;4699.00;10.50;903.00;big
161;2508.00;11.35;1907.00;small
161;2466.00;9.80;1899.00;small
162;3812.00;13.85;1207.00;big
162;3884.00;18.85;1231.00;big
163;1747.00;9.80;801.00;big
163;1825.00;10.60;619.00;big
163;1910.00;10.30;804.00;big
164;4618.00;10.40;1081.00;big
164;4673.00;11.03;1114.00;big
165;4533.00;11.70;1067.00;big
165;4469.00;12.30;1051.00;big
166;1485.00;9.50;1971.00;big
166;1525.00;9.50;1879.00;big
167;5026.00;13.18;556.00;big
167;5106.00;15.65;516.00;big
167;4932.00;12.32;599.00;big
168;3036.00;9.50;1383.00;small
169;2950.00;12.55;1335.00;big
170;1463.00;9.50;1295.00;big
170;1601.00;9.50;1312.00;big
171;387.00;9.50;1901.00;small
171;717.00;9.50;1837.00;small
172;273.00;9.50;695.00;big
172;439.00;9.50;729.00;big
173;2883.00;9.50;1720.00;small
173;2901.00;9.50;1649.00;small
174;2955.00;9.50;1921.00;small
174;2882.00;9.50;1747.00;small
175;892.00;9.50;737.00;big
175;660.00;9.50;714.00;big
176;113.00;9.50;1486.00;big
176;348.00;9.50;1427.00;big
177;5193.00;9.50;1184.00;big
177;5242.00;9.50;1357.00;big
178;5579.00;9.75;363.00;big
178;109.00;9.98;430.00;big
179;461.00;11.62;366.00;big
179;329.00;9.50;445.00;big
180;5594.00;9.50;947.00;big
180;129.00;9.50;868.00;big
181;3518.00;12.32;341.00;big
182;2629.00;12.28;1102.00;small
182;2746.00;12.53;1220.00;small
182;2701.00;16.25;1170.00;small
183;3105.00;10.48;802.00;big
184;3000.00;11.75;743.00;big
184;3011.00;11.35;632.00;big
185;3375.00;11.20;392.00;big
186;4804.00;12.10;1260.00;small
186;4784.00;13.80;1327.00;small
187;4435.00;9.70;596.00;small
187;4377.00;9.90;660.00;small
188;4359.00;11.05;781.00;small
188;4400.00;10.07;704.00;small
189;4296.00;9.98;1009.00;small
189;4314.00;10.75;929.00;small
190;3861.00;11.28;1093.00;big
190;3934.00;9.90;1175.00;big
191;3187.00;11.55;1983.00;small
191;3048.00;9.50;1916.00;small
192;3107.00;11.45;1887.00;big
192;3047.00;11.40;1793.00;big
193;4734.00;9.75;349.00;small
